uniq_id,amazon echo,android,arduino,aws,azure,drupal,firebase,gaming console,heroku,ios,linux,mac os,mainframe,predix,raspberry pi,salesforce,sharepoint,windows phone,wordpress
f91cae11b0c8eaf832880a328fbabbcf,,,,,,,,,,,,,,,,,,,
b9520049ff3e799ec368ae0aa99ec5f5,,,,,,,,,,,,,,,,,,,
353f9ce7cb7c0090fd8880b0e9bf5809,,,,,,,,,,,,,,,,,,,
cca81977309f3d52de5201432a1a98c4,,,,,,,,,,,,,,,,,,,
755688570dda03850c9ea9974e241110,,,,,,,,,,,,,,,,,,,
c099a6dd457ab308941333b4d9517485,,,,,,,,,,,,,,,,,,,
f5ce47ef55f66c279c306ceeb5e3f01e,,,,,,,,,,,,,,,,,,,
4a1af0cd8f6301771b95b019e6e2407d,,,,1.0,,,,,,,,,,,,,,,
763586f789e0154f6d71435112f4c502,,,,,,,,,,,,,,,,,,,
d17149d5daf1df1d0953dbb583c0046c,,,,,,,,,,,,,,,,,,,
510481dba5a43cc2b77546f0dadb1ce4,,,,,,,,,,,,,,,,,,,
4117b81407f66d5b3c952ba4c4c05134,,,,,,,,,,,,,,,,,,,
e2cda2407a766008f5274da2cbdfa5b7,,,,1.0,,,,,,,1.0,,,,,,,,
c0eb27f26c6b084b018bd58b564e5594,,,,,,,,,,,,,,,,,,,
c85fced1185e67071d928267f818dbdc,,,,,,,,,,,,,,,,,,,
ac1430c579f95891ae05d2edb3f5e035,,,,,,,,,,,,,,,,,,,
75296a05c107731f400d602f3e10bf47,,,,,,,,,,,,,,,,,,,
c6f99f38bf465487323ed9d46f19514d,,,,,,,,,,,,,,,,,,,
4c8b7a93f5707a08b538f4e79d6a7f30,,,,,,,,,,,,,,,,,,,
f98f36687091e2aa5d3db5ab86c4d193,,,,,,,,,,,,,,,,,,,
1f20cc46a1df5eb235007fac5fa0cbf4,,,,,,,,,,,,,,,,,,,
8887c268f3a00f280f0eb3e935fcf923,,,,,,,,,,,,,,,,,,,
8d0ffe9061aa61fbd3fdfae28fa9e2b9,,,,,,,,,,,,,,,,,,,
f374dd196ee3775c05ceedce840fe3d7,,,,,,,,,,,,,,,,,,,
a6b2f856cc76dbcd75d70c8a9b54b86f,,,,,,,,,,,,,,,,,,,
cf0df595863e244496a08540809e638a,,,,,,,,,,,,,,,,,,,
3071e1d037c43c96e63d87b7f798904c,,,,,,,,,,,,,,,,,,,
3142c2dd6924df52d463d81ef93fb6e4,,,,,,,,,,,,,,,,,,,
aed2f48a108a9d39c3466961ebf147a2,,,,,,,,,,,,,,,,,,,
8d9f35371d34b3482a6a9a515c286329,,,,,,,,,,,,,,,,,,,
a5b5889aaa3b7423cdc68643ab6cfea5,,,,,,1.0,,,,,,,,,,,,,
932052b301bed380d5a8db22d8b9fed2,,,,1.0,,,,,,,,,,,,,,,
6d08f3e06ba1695f905754f971f0397e,,,,,,,,,,,,,,,,,,,
5fe3df4506a6b388f0b18dfedb0702bb,,,,,,,,,,,,,,,,,,,
ccf473b4784aca69a88b36870d6301cf,,,,,,,,,,,,,,,,,,,
2c6742531c25a158afc6eca882ced60b,,,,,,,,,,,,,,,,,,,
0419d5288baa0e5a8043c674cd8562ca,,,,,,,,,,,,,,,,,,,
3415841a9ac7c931ed8709e9f30adb29,,,,,,,,,,,,,,,,1.0,,,
bd4eee9b197c066d9bff44452452c5b1,,,,,,,,,,,,,1.0,,,,,,
2594d75ad80e28e32af0ff6053396e2d,,,,,,,,,,,,,,,,,,,
0bed3d9c4ed99d5cc1a2649f59bc2896,,,,,,,,,,,,,,,,,,,
d261e7210cd7aba0cac951c7340c5e67,,,,,,,,,,,,,,,,,,,
a560c9c03ec3eb3dbf9fa881303fdf48,,,,,,,,,,,,,,,,,,,
0445fcb37ab17f686c025da15a98de52,,,,,,,,,,,,,,,,,,,
f3454168b74bc184e99b6d328970c16d,,,,,,,,,,,,,,,,,,,
ad80588c56547cfcfc00e9080cce9920,,,,,,,,,,,1.0,,,,,,,,
eccbb9e529cc7fabd4418b8a3ef96645,,,,,,,,,,,,,,,,,,,
7ebf4eea453a27d76815cea1034737e1,,,,,,,,,,,,,,,,,,,
9f504454ca89f3fb54c4cdb79ef345de,,,,,,,,,,,,,,,,,,,
24bd02f09d529e25eccbbd4b4a74945c,,,,,,,,,,,,,,,,,1.0,,
335bd5f1bb549c9d32372a43516249fe,,,,,,,,,,,,,,,,,,,
12f3cf7b841e50a75d7fa547cedc27a6,,,,,,,,,,,,,,,,,,,
b973f9625d5a239be48b37dad4a83eac,,,,,,,,,,,,,,,,,,,
bf4e39a7ae0a31857cdeb706ea07b591,,,,,,,,,,,,,,,,,,,
fe8b8c33442b7005d0734506fd152824,,,,,,,,,,1.0,,,,,,,,,
f29766ad198b67aa7686ea3737951f12,,,,,,,,,,,,,,,,,,,
4a737efc3dd5fe84a532e94b609ee484,,,,,,,,,,,,,,,,,,,
148fb772d5a224a477904b6194199b2e,,,,,,,,,,,,,,,,,,,
0d92b51b694ef046360f989fa92a15ac,,,,,,,,,,,,,,,,,,,
aefcb0c109264e00e724ef9eb004a699,,,,,,,,,,,,,,,,,,,
6bdcbb05eca933606a2301a8be7fa4cd,,,,,,,,,,,,,,,,,,,
95a6252635b88c0991306754335760f4,,,,,,,,,,,,,,,,,,,
e8c6430b31684c8f6ceab1305ca61888,,,,,,,,,,,,,,,,,,,
9c1dae8f8326ff44336cbc65c4145524,,,,,,,,,,,,,,,,,,,
fe9741051b3a8971f4a1156b07ece236,,,,,,,,,,,,,,,,,,,
f11d03f84c0ba0db510a05de0afd10b9,,,,,,,,,,,,,,,,,,,
b5cea5202dd6f195c55dbc7b90892768,,,,,,,,,,,,,,,,,,,
bb39139fe34f98132e057d2bc5f27ffc,,,,,,,,,,,,,,,,,,,
0b6f00a94e0790f2ddf471e21515e30a,,,,,,,,,,,,,,,,,,,
1d0397ad94837965dd86a508020ee2a4,,,,,,,,,,,,,,,,,,,
4f1a45d7883fa5b946024825f141955b,,,,,,,,,,,,,,,,,,,
e140cb3a2388dc9b0d1b1641ba2c71fc,,,,,,,,,,,,,,,,,,,
2c519dfe62470c6632c25ec8a75ab950,,,,,,,,,,,,,,,,,,,
af5361a430987d770572e81ca3605fe3,,,,,,,,,,,,,,,,,,,
ac9366a5da02aef3cf6e724fd4eef28b,,1.0,,,,,,,,1.0,,,,,,,,,
4d957ab0fc7d7379fe1a2bd824be9414,,,,,,,,,,,,,,,,,,,
4630a1e50e7e85a4364bfd6ccc65edda,,,,,,,,,,,,,,,,,,,
43d4546d3a9420c6144572edf5a25b97,,,,,,,,,,,,,,,,,,,
2ab6d749f9edbd1dd2a74fda8cd9589d,,,,,,,,,,,,,,,,,,,
24df038b48c96e11443e21146219995f,,,,,,,,,,,,,,,,,,,
8259843f5e9f112894e7b1ee769c0a91,,,,,,,,,,,,,,,,,,,
406f7489221ceda7333b009e4797cd74,,,,,,,,,,,,,,,,,,,
cbc53680c3051893bc8cd1d2071428a5,,,,,,,,,,,,,,,,,,,
a639481ec469f96658393d1836df6f0f,,,,,,,,,,1.0,,,,,,,,,
16bc503453500d45ee411c5ea3a4074b,,,,,,,,,,,,,,,,,,,
d831dd7060f590de3da30c6327f701f4,,,,,,,,,,,,,,,,,,,
648b516bcb9617af02dc08c9a4a17c6e,,,,,,,,,,,,,,,,,,,
db89add7e8f0b9fe3a11658e772cf158,,,,,,,,,,,,,,,,,,,
0796f7ecf53db6612b831449b844533d,,,,,,,,,,,,,,,,,,,
a1e1bd1243cdd15a3219e0edc8a93131,,,,,,,,,,,,,,,,,,,
b86b83afb4564fd65a984ed9b78248c3,,,,,,,,,,,,,,,,,,,
75b835ecdf3ffc91f3a65969554d88b0,,,,,,,,,,1.0,,,,,,,,,
7f3086ce0521d3915c1bca5573ea22bb,,,,,,,,,,,,,,,,,,,
55b42f5cc49e2f719cb11676f9ffa503,,,,,,,,,,,,,,,,,,,
3bb430a924c66eda4d5546ac2ff19b71,,,,,,,,,,,,,,,,,,,
a1c9654b6cb38543e0c8198221a8b1eb,,,,,,,,,,,,,,,,,,,
5c2fde27d7d26d873746b0998d88172f,,,,,,,,,,,,,,,,,,,
511b78326c4d241a99c0c2a2f703b10b,,,,,,,,,,,,,,,,,,,
f3950f031d1e12aefb4eb962e6f3702c,,,,1.0,,,,,,,,,,,,,,,
77c55cb4c54b1aadf1bbbfd792b3bbdd,,,,,,,,,,,,,,,,,,,
c0ff80f6ad339715af9f7ada7b698987,,,,,,,,,,,,,,,,,,,
2dfc17124af1d8001af605fa1d341603,,,,,,,,,,,,,,,,,,,
65db5d632398b8634299ba76ea09e0cb,,,,,,,,,,,,,,,,,,,
d731c8701123fe90c348210ea60f163c,,,,,,,,,,,,,,,,,1.0,,
2e0188c3adbef6655b74beb8c590f7e1,,,,,,,,,,,,,,,,,,,
5aada0ef4a56a998abeb675eca9409c5,,1.0,,,,,,,,1.0,,,,,,,,,
996e6c890fba8fc4095a8e14246f8144,,,,,,,,,,,1.0,,,,,,,,
52534f906a523c5b0efb52230d1a4088,,,,,,,,,,,,,,,,,,,
b5f44ad539b7c45ffa36f73b107f68b6,,,,,,,,,,,,,,,,,,,
f029da40ad734517416361dfb5c36c74,,,,,,,,,,,,,,,,,,,
de9a28799ed77e88afb33fbbba78510c,,,,,,,,,,,,,,,,,,,
9ea77a372b329544620d6a9e21146cdf,,,,,,,,,,,,,,,,,,,
4cb789a11c0af058946fa01124a53741,,,,,,,,,,,,,,,,,,,
d567b8665c22d38e071884dbea84c067,,,,,,,,,,,,,,,,,,,
01084cdc864fbf29a80def0c911944d6,,,,,,,,,,,,,,,,,,,
0e8adf677740570cd0a97232673fa3eb,,,,,,,,,,,,,,,,,,,
e383459f6086249b588f5a4c6f5622a8,,,,,,,,,,,,,,,,,,,
51fb54d1436e6e04819db57721b35f31,,,,,,,,,,,,,,,,,,,
bd345f1d96978869f50d0c898f0f0731,,,,,,,,,,,,,,,,,,,
34fd637e82f441006cccd86f44e5ffdb,,,,,,,,,,,,,,,,,,,
0ac290ffb8cb0f1549f36b70ac024612,,,,,,,,,,,,,,,,,,,
5563ac52766cc5801438e927d2479f68,,,,,,,,,,,,,,,,,,,
917b09a0761eb8d5763a74c25bedb612,,,,,,,,,,,,,,,,,,,
5a1fe7107acb246f2c40cf92abade24d,,,,,,,,,,,,,,,,,,,
54d4e9ad597c1e24631b29ab2580a257,,,,,,,,,,,,,,,,,,,
4e8a8c11ff137e10f66b823776b0b732,,,,,,,,,,,,,,,,,,,
01d808bf998d22cf8a743c46dd855455,,,,,,,,,,,,,,,,,,,
12b6b02d3498a1d0432d9669a50087ef,,,,,,,,,,,,,,,,,,,
fe7cc689ea33768c455e9d3005d6e70a,,,,,,,,,,,,,,,,,,,
7fd3441f67f66c3406e538ab337f1a66,,,,,,,,,,,,,,,,,,,
713931543d0ec81e0e09d498b7258164,,,,,,,,,,,,,,,,,,,
f7fac0c163a247d4f85c04e3dc823a7e,,,,,,,,,,,,,,,,,,,
944b5c7a30ac3205648337bf52d79657,,,,,,,,,,,,,,,,,,,
1cd8a8e16df7f74f021ac3a17f37c478,,,,,,,,,,,,,,,,,,,
245c26842e68114ae5703710e22f1fe9,,,,1.0,,,,,,,,,,,,,,,
83548a991cd299badd6642bc5da5ff64,,,,,,,,,,,,,,,,,,,
abb872ceb40ff7036881d36c5b996b96,,,,,,,,,,,,,,,,,,,
f1eeb91c6aec57493384d873316ad707,,,,,,,,,,,,,,,,,,,
40855bceaa4b025a4cf4c68a664b8a73,,,,,,,,,,,,,,,,,,,
e3cd231f363ff952d50371d05e3d72d9,,,,,,,,,,,,,,,,,,,
a1dc0b59350138201f95a68123c2b473,,,,,,,,,,,,,,,,,,,
a33ad5c41d62bcf3eacb325b86e649d2,,,,1.0,,,,,,,,,,,,,,,
ab2ad69ba0515f2dc76f1f466e7b866c,,,,,,,,,,,,,,,,,,,
ac21d5dbf48b813db9838a7af85e99eb,,,,1.0,,,,,,,,,,,,,,,
ed24218723ead3518031c9691a93198d,,,,,,,,,,,1.0,,,,,,,,
6c89f2383d72d219f2de3cd6c74b6e4e,,,,,,,,,,,,,,,,,,,
89911f5569f796ea268fe2d78c5d06ae,,,,,,,,,,,,,,,,,,,
b3dded1c24e6e289e799e4610a307dc6,,,,,,,,,,,,,,,,,,,
ebceb7eb9e6415ed8beb18b2f9b0e99b,,,,,,,,,,,,,,,,,,,
147ed30bf17d9949a8191c1f11906a29,,,,,,,,,,,,,,,,,,,
e63df4401833d9923a5e73bf90d93968,,,,,,,,,,,1.0,,,,,,,,
2a0747d32ee071c4ee7c672c2998c541,,,,,,1.0,,,,,,,,,,,1.0,,
218a7a397b11e68c42185df694d2e55c,,,,,,,,,,,,,,,,,,,
70f8d8debc636c6033601c1ca24b17f8,,,,,,,,,,,,,,,,,,,
7ebdb6a575e75a8f0aedaa12c578a108,,,,,,,,,,,,,,,,,,,
d797e672e1a008e0a7a1cef01bcd994f,,,,,,,,,,,,,,,,,,,
4af4742d58fc8cb7dc28abbd54c8ab6e,,,,,,,,,,,,,,,,,,,
e88e9763dc2720a59c6b3d4581570fa6,,,,,,,,,,,,,,,,,,,
586b55725d1f6dfda3de36b752196cbb,,,,,,,,,,,,,,,,,,,
f37cf2e95bc6f53bb20fd03bb58c92b1,,,,,,,,,,,,,,,,,,,
f741a6b6831b3ba30613abd65e7c7da2,,,,,,,,,,,,,,,,,,,
5e194ce8f8343b73892c082107b25de3,,,,,,,,,,,,,,,,,,,
bdff1efea8bf28d4eb4464347212bdc1,,,,,,,,,,,,,,,,,,,
50a1807bf5a4758d7e04346a73dd9cf1,,,,,,,,,,,,,,,,,,,
7b64735603863095ec3568a3a6745586,,,,,,,,,,,,,,,,,,,
a1b3fba8c1a6613dfae2ee8b1f461bd0,,,,,,,,,,,,,,,,,,,
12069a37679bcb8946b05b8c4190313c,,,,,,,,,,,,,,,,,,,
64a4d0e22042adc9be873e92b09d9e02,,,,,,,,,,,,,,,,,,,
883b2447da5a43f2996a795d0c1c49b1,,,,,,,,,,,,,,,,,,,
f94bea9640abfda43d501de9e44f36aa,,,,,,,,,,,,,,,,,,,
41350a7bff2804aaee0ca98e4b71f45f,,,,,,,,,,,,,,,,,,,
a083ecf68084583c5dd98f818497ab42,,,,,,,,,,,,,,,,,,,
1577f945fb0b8d007e009ef13dfd7fa3,,,,,,,,,,,,,,,,,,,
cd123422fa494b32425e470fc284d0cc,,1.0,,1.0,,,,,,1.0,,,,,,,,,
c85d98f36725f99f2bbf7e36f9750f83,,,,,,,,,,,,,,,,,,,
27c501c6d92b9bc0d8e68332ede7954e,,,,,,,,,,,,,,,,,,,
e670268a30090f0520f99d84327f5df7,,,,,,,,,,,1.0,,,,,,,,
145d509996fb9b3df0d7508d2bf801ff,,,,,,,,,,,,,,,,,,,
bdfea6b9866c7e0cf73e55f4aa0a5713,,,,,,,,,,,,,,,,,,,
1562842025f733e9f6a3e617db30d814,,,,,,,,,,,,,,,,,,,
b734d689486102c1fc7702c33457ed55,,,,,,,,,,,,,,,,,,,
e23900d0cad3455e874052fd16732d48,,,,,,,,,,,,,,,,,,,
c30edea6e863b5763cec4ef5aea45291,,,,,,,,,,,,,,,,,,,
5c65ae40d0a9b316cd7264238007fe58,,,,,,,,,,,,,,,,,,,
c88a9ddfc9d345c508bd3915500f5ea5,,,,,,,,,,,,,,,,,,,
010a3521623b6ce811130fb7f38db74e,,,,,,,,,,,,,,,,,,,
36370ffb1a584fe621b956e15d22f5e3,,,,,,,,,,,,,,,,,,,
637e50c7560f7edae8f02ba95066239b,,,,,,,,,,,,,,,,,,,
6fbca09aae852c35214c982d102a95e5,,,,,,,,,,,,,,,,,,,
7b851b842d4b84b3a495c5a3ef616c02,,,,,,,,,,,,,,,,,,,
8b5cd58acd605c3c5f17ab1e15ac6608,,,,,,,,,,,,,,,,,,,
6050a89bc1eda4de4c8f362569d9181b,,,,,,,,,,,,,,,,,,,
d930f4da1d192ca787b85653f3d4a77e,,,,,,,,,,,,,,,,,,,
1bedd64b18130bc65a5af1c1f0a5f9e1,,,,,,,,,,,,,,,,,1.0,,
de5cd6bfafee5da69063aded1ea1346f,,,,,,,,,,,,,,,,,,,
c353b8b1bb3e98475262b566dc8e8790,,,,,,,,,,,,,,,,,,,
273222a679dbebb7d94ad7a5656de61a,,,,,,,,,,,,,,,,,,,
d8cc35d75250457c42e944d2c7c25a0b,,,,,,,,,,,,,,,,,,,
9a48925e0558f30576370ed337972b18,,,,,,,,,,,,,,,,,,,
c164feadfd6f81b59d1a81ac9a766dbb,,,,,,,,,,,,,,,,,,,
954337028badab64ea7861ca7a5dc2b9,,,,,,,,,,,,,,,,,,,
648aff89530c806e0befca957b86be0c,,,,,,,,,,,,,,,,,,,
8428ef573f379a76cc27257021e39e2b,,,,,,,,,,,,,,,,,,,
383dab4af973b3d92e88ae847b0abe2a,,,,,,,,,,,,,,,,,,,
3d5e61bf5e9fb2eb1afdb3ddc8decc65,,,,,,,,,,,,,,,,,,,
5257375f5d536a1569d2c846e2333b83,,,,,,,,,,,,,,,,,,,
2dc2d77727dfcef7017232e451c8f1b7,,,,,,,,,,,1.0,,,,,,,,
981d868a1f6136fcc517a90bf5001ff8,,,,,,,,,,,,,,,,,,,
bde993aa9b937a6dacf5bdf426179dc7,,,,,,,,,,,,,,,,,,,
3755cc529cfcfa64d73a94e980d5309d,,,,,,,,,,,,,,,,,,,
169bccab2f99301b75c39bf38127f7cd,,,,,,,,,,,,,,,,,,,
6c45849fb04c78a0ff0ef8a2f257ae15,,,,,,,,,,,,,,,,,,,
af7cee118bb4f7dbdcd7c44f8515dc42,,,,,,,,,,,,,,,,,,,
a61652da1a1f4ff8bdda1403e108fe83,,,,,,,,,,,,,,,,,,,
5e9225dab0a43ee5b218b40dbe3d6ee9,,,,,,,,,,,,,,,,,,,
aa78c7a4b9ec57d8e976a0134ffb1d47,,,,,,,,,,,,,,,,,,,
7d3e47f035cec4c3941937ad524c0d0c,,,,,,,,,,,,,,,,,,,
82aab17911c9bba97f5a720454f7a9d3,,,,,,,,,,,,,,,,,,,
c43743b1fcf4ac35abe0832bf4cf1ef7,,,,,,1.0,,,,,,,,,,,,,
b920837d5f454b3fab6fd8d757bf8819,,,,,,,,,,,,,,,,,,,
4026d2d9b33e6eaa3fa1808e75493c61,,,,,,,,,,,,,,,,,,,
ef7d3c16ea5df49f66ade766e8ba2f72,,,,,,,,,,,,,,,,,,,
2344056d1df21b473d2b6b3c050e150f,,,,,,,,,,,,,,,,,,,
e8e9a3487ddac730c092663f21dc1cb4,,,,,,,,,,,,,,,,,,,
e0a2573d8ec1cf6ff2c41fc72667e16a,,,,,,,,,,,,,,,,,,,
c5067f4401ec58576ba35bc66c0ee547,,,,,,,,,,,,,,,,,,,
259969473dd508c3282b9ee4a0c0a513,,,,,,,,,,,,,,,,,,,
8c87853f2cb2977e05df98497bcb7583,,,,,,,,,,,,,,,,,,,
9d96e69aa8803c67cd1ff876ba2479db,,,,,,,,,,,,,,,,,,,
c9685565a5110e3280e9837aca8ff092,,,,,,,,,,,,,,,,,,,
20c9bad4e9bba9e06cdd651d9f1c00d6,,,,,,,,,,,1.0,,,,,,,,
012ecff965d298d8fe1c160512ea460c,,,,,,,,,,,,,,,,,,,
b162ed0230600ed2524746e2f32f3ce5,,,,,,,,,,,,,,,,,,,
469780a2fd4e475564f14495ae5906ad,,,,,,,,,,,,,,,,,,,
a303383a0bda92586e57703821789697,,,,,,,,,,,,,,,,,,,
cdd8c6af350dc7049658309b99ad50f0,,,,,,,,,,,,,,,,,,,
40968f0d13b6a727446cd56022ffb94d,,,,,,,,,,,,,,,,,,,
26ced983b8e2d00da68146293a8cbcdf,,,,,,,,,,,,,1.0,,,,,,
8ca1b5cd7d8dc1d70c0e883f22b32206,,,,,,,,,,,,,,,,,,,
582d1eee458d6c4af70b66dd1ad3ac4f,,,,,,,,,,,,,,,,,,,
ec2480e972578f4fc2e0097f48e04994,,,,,,,,,,,,,,,,,1.0,,
d501a9fce062ca26509f96d8531970b2,,,,,1.0,,,,,,,,,,,,,,
a63f1a50924d9c0369b4be2e9a31316f,,,,,,,,,,,,,,,,,,,
505993223687816677e58850b4dd3056,,,,,,,,,,,,,,,,,,,
e0420d355a6e57bad0c07fc02c0b39d4,,,,1.0,,,,,,,1.0,,,,,,,,
85d9f8720eed2e48f53c94bcf4ea7e68,,,,,,,,,,,,,,,,,,,
b276ee9a7c28e6a6eb64c3770fa12c44,,,,,,,,,,,,,,,,,,,
cd4e0bde3d2fa004675515fc2832109a,,,,,,,,,,,,,,,,,,,
5e77728ba024a311028a4afbe112d393,,,,,,,,,,,,,,,,,,,
b8bfbe7c4ba4cb7ca382f6bd4384ae2a,,,,,,,,,,,,,,,,,,,
0585ab1d40f298345d8885dcb25dac17,,,,,,,,,,,,,,,,,,,
c0d183563cbb5eb7477051100b303ffe,,,,,,,,,,,,,,,,,,,
a55939fa04da79bf9e192b3d82a34512,,,,,,,,,,,1.0,,,,,,,,
9e6967efea859cf8f7e94ed3f13b12f1,,,,,,,,,,,,,,,,,,,
b004f4c41257ba7e2c5a6b2352eabc44,,,,,,,,,,,,,,,,,,,
400645767a0125d62d0ae448680eb424,,,,,,,,,,,,,,,,,,,
d98a37f5f0fd8bde92bb02105e586907,,,,,,,,,,,,,,,,,,,
84b224d70c04cae8e56ff16b5d98fec5,,,,,,,,,,,,,,,,,,,
e5d61c6e0f75768059dab0b94a455506,,,,,,,,,,,,,,,,,,,
4e9fe7f5ed1f1431aa0bcc698fd70bf3,,,,,,,,,,,,,,,,,,,
f7b53475523ff23df5e1464c7ddfb3f3,,,,,,,,,,,1.0,,,,,,,,
fbcbb4357d67a32beb8e82ab32719025,,,,,,,,,,,1.0,,,,,,,,
cd6c3e9bb1aa15c0d808051445dc60fb,,,,,,,,,,,,,,,,,,,
129ade96d0f6ad925c32a43d3ff32c71,,,,,,,,,,,,,,,,,,,
ebe970493e671d3543b6e02129b91f57,,,,,1.0,,,,,,,,,,,,,,
7972053bfbf30eec86269d2dda522605,,,,,,,,,,,,,,,,,,,
e20ff8f8fe94e595b9b853dad19194db,,,,,,,,,,,,,,,,,,,
63f215e75bd2e81e66111a73507cb66c,,,,,,,,,,,,,,,,,,,
d6c3c833e82ecd11f2103e129e8b07d8,,,,,,,,,,,,,,,,,,,
02b394e63b9191d38e154c8e26d21911,,,,,,,,,,,,,,,,,,,
40f461c73fcfd82611a5c40ac8fa5ced,,,,,,,,,,,,,,,,,,,
d87d03e2f73e35df7c8583fb1530de87,,,,,,,,,,,,,,,,1.0,,,
a0d6e6f35dd02f411ab22443769769e4,,,,,,,,,,,,,,,,,,,
55ac74fadb1644150da89be4561c12ae,,,,,,,,,,,,,,,,,,,
359170ce45b8499420a871bc717bc388,,1.0,,,,,,,,1.0,,,,,,,,,
26f82e6195a47a6810d47d5b94128e1c,,,,,,,,,,,,,,,,,,,
5a1097b79004b8336662c3a9e444886e,,,,,,,,,,,,,,,,,,,
ff68d6e1c530c619cfa7eef0edfbbdec,,,,,,,,,,,,,,,,,1.0,,
